"","Players","Team","Rim_Frequency","Rim_Efficiency","Three_Point_Frequency","Three_Point_Efficiency","Offensive_Rebounding","Defensive_Rebounding","Steals","Blocks","Spacing","Turnover_Frequency","Passing","Overall_Efficiency","Shot_Selection","Shot_Making"
"1468","Joe Ostrowsky","Central Connecticut","0.181215233204964","0.0535753818906354","0.739623448866068","0.776563294356889","0.216089002995293","0.192768506632435","0.660034231921267","0.202182284980745","0.847454000855798","0.394950791613179","0.780059905862217","0.176508344030809","0.0984167736414206","0.164099272571673"
"1469","Stephane Ayangma","Central Connecticut","0.815575524176294","0.375691830861191","0.220581942661532","0.518047788510422","0.698973042362003","0.498930252460419","0.495721009841677","0.752032520325203","0.206033376123235","0.436456996148909","0.287762088147197","0.335900727428327","0.460205391527599","0.393453145057766"
"1470","Davonte Sweatman","Central Connecticut","0.618528027385537","0.363072835953066","0.390457851946941","0.27910523640061","0.402011125374412","0.137997432605905","0.652759948652118","0.25609756097561","0.37997432605905","0.459135643988019","0.664099272571673","0.288831835686778","0.238125802310655","0.460419341035516"
"1471","Arian Dehnavi","Central Connecticut","0.921694480102696","0.32676555235776","0.116388532306376","N/A","0.542789901583226","0.11061189559264","0.213093709884467","0.711168164313222","0.00235344458707745","0.750748823277706","0.120453572956782","0.326914848095849","0.869918699186992","0.743260590500642"
"1472","Adama Sanogo","Connecticut","0.806375695335901","0.326544166482178","0.116602481814292","N/A","0.942661531878477","0.874411638853231","0.753102267864784","0.9867351305092","0.138211382113821","0.0783055198973043","0.611681643132221","0.299743260590501","0.67586649550706","0.245614035087719"
"1473","Tyrese Martin","Connecticut","0.654471544715447","0.41819791897277","0.443089430894309","0.868581596339603","0.884253316217373","0.865211810012837","0.695977749251177","0.802096705177578","0.685494223363286","0.192768506632435","0.758878904578519","0.613607188703466","0.539580658964484","0.509841677364142"
"1474","Andre Jackson","Connecticut","0.631792896876337","0.493247730794775","0.405006418485237","0.229791560752415","0.610825845100556","0.830124090714591","0.875481386392811","0.857937526743689","0.470474967907574","0.160034231921267","0.887890457851947","0.228498074454429","0.79589216944801","0.507488232777065"
"1475","Rj Cole","Connecticut","0.588147197261446","0.243745849014833","0.569533590072743","0.750381291306558","0.378690629011553","0.424475823705605","0.861360718870347","0.270860077021823","0.80145485665383","0.152545999144202","0.964698331193838","0.588575096277279","0.407787762088147","0.526101839965768"
"1476","Isaiah Whaley","Connecticut","0.603123662815576","0.773743635156077","0.409499358151476","0.343162175902389","0.830551989730424","0.387034659820282","0.728284124946513","0.992939666238768","0.340607616602482","0.370346598202824","0.480316645271716","0.60397946084724","0.889174154899444","0.57851946940522"
"1477","Tyler Polley","Connecticut","0.15318784766795","0.675891078149214","0.935601198117244","0.838586680223691","0.431322207958922","0.0335900727428327","0.413350449293967","0.631151048352589","0.973042362002567","0.874411638853231","0.204749679075738","0.936884895164741","0.486307231493368","0.899015832263586"
"1478","Akok Akok","Connecticut","0.707103123662816","0.682089882665486","0.650406504065041","0.714539908490086","0.813222079589217","0.661317928968763","0.257381258023107","0.961703038083012","0.478177150192555","0.95849379546427","0.180573384681215","0.897518185708173","0.761018399657681","0.579161317928969"
"1479","Samson Johnson","Connecticut","0.900941377834831","0.613681647110914","0.43581514762516","0.608795119471276","0.910355156183141","0.211382113821138","0.120453572956782","0.702610183996577","0.320710312366282","0.937954642704322","0.0489944373127942","0.836328626444159","0.934103551561831","0.649764655541292"
"1480","Jalen Gaffney","Connecticut","0.591142490372272","0.245738321895063","0.492511767222935","0.483223182511439","0.129225502781344","0.107616602481814","0.558408215661104","0.360290971330766","0.689131364997861","0.52267864783911","0.794180573384681","0.303594351732991","0.495507060333761","0.243688489516474"
"1481","Rahsool Diggins","Connecticut","0.673727000427899","0.146336063759132","0.372486093281985","0.664463650228775","0.0656824989302525","0.0205391527599487","0.143988018827557","0.451433461703038","0.353872486093282","0.649978605049208","0.290757381258023","0.0378690629011553","0.219726144629867","0.182926829268293"
"1482","Richie Springs","Connecticut","0.960419341035516","0.0752711976975869","0.116388532306376","N/A","0.970902866923406","0.348737697903295","0.0823705605477107","0.202182284980745","0.116388532306376","0.942661531878477","0.191056910569106","0.475395806589645","0.17201540436457","0.430894308943089"
"1483","Matt Garry","Connecticut","0.991228070175439","0.226920522470666","0.116388532306376","N/A","0.0656824989302525","0.904364569961489","0.333333333333333","0.202182284980745","0.116388532306376","0.67586649550706","0.146983311938383","0.192126658108686","0.2201540436457","0.0607616602481814"
"1484","Devin Gordon","Mississippi Valley St.","0.210954214805306","0.299092317910117","0.830124090714591","0.751143873919675","0.602695763799743","0.731065468549422","0.435387248609328","0.572314933675653","0.824561403508772","0.34681215233205","0.334830979888746","0.627513906718015","0.328626444159178","0.552631578947368"
"1485","Caleb Hunter","Mississippi Valley St.","0.23620025673941","0.141686960371928","0.802952503209243","0.184544992374174","0.339109970047069","0.58515190415062","0.930680359435173","0.331407787762088","0.748395378690629","0.16538296961917","0.856225930680359","0.0956354300385109","0.0949935815147625","0.0432178005990586"
"1486","Leandra Howard","Mississippi Valley St.","0.392811296534018","0.0232455169360195","0.116388532306376","N/A","0.917629439452289","0.896662387676508","0.0823705605477107","0.752032520325203","0.116388532306376","0.459135643988019","0.180787334189131","0.00235344458707745","0.0641848523748395","0.251390671801455"
"1487","Kadar Waller","Mississippi Valley St.","0.743046640992726","0.147442993137038","0.320282413350449","0.156329435688866","0.173299101412067","0.328412494651262","0.83461703038083","0.451433461703038","0.481386392811297","0.133504492939666","0.755669661959777","0.166666666666667","0.442019683354728","0.271501925545571"
"1488","Eliah Davis","Mississippi Valley St.","0.713521608900299","0.0199247288023024","0.205605477107403","0.390442297915608","0.827770646127514","0.973898160034232","0.956140350877193","0.495507060333761","0.501283697047497","0.0246041934103551","0.943089430894309","0.0087719298245614","0.151904150620454","0.0128369704749679"
"1489","Gary Grant","Mississippi Valley St.","0.93752674368849","0.359530661943768","0.205819426615319","0.234875444839858","0.61724433033804","0.766367137355584","0.763585793752674","0.789473684210526","0.560547710740265","0.108686350021395","0.576379974326059","0.432819854514335","0.721651690201113","0.510055626872058"
"1490","John Aguer","Mississippi Valley St.","0.969191270860077","0.318131503210095","0.116388532306376","N/A","0.801240907145914","0.487376979032948","0.343816859221224","0.505134788189987","0.0494223363286264","0.737483953786906","0.126444159178434","0.452075310226786","0.913778348309799","0.169661959777493"
"1491","David Mccoy","Mississippi Valley St.","0.747325631151048","0.749169802966571","0.332905434317501","0.33019827147941","0.664527171587505","0.780273855370133","0.971758664955071","0.335472828412495","0.378048780487805","0.371416345742405","0.834830979888746","0.599700470688917","0.586007702182285","0.679717586649551"
"1492","Daniel Umoh","Mississippi Valley St.","0.981814291827129","0.37945539074607","0.116388532306376","N/A","0.702182284980745","0.617672229353872","0.16923406076166","0.759092854086436","0.0733846812152332","0.707744972186564","0.0804450149764656","0.501925545571245","0.941591784338896","0.370132648694908"
"1493","Posh Alexander","St. John's","0.741548994437313","0.780827983174674","0.286906290115533","0.0584646670055923","0.878262729995721","0.222935387248609","0.995721009841677","0.451433461703038","0.260804450149765","0.0776636713735558","0.981814291827129","0.546640992725717","0.721009841677364","0.622593068035943"
"1494","Julian Champagnie","St. John's","0.396448438168592","0.612353331857427","0.566752246469833","0.587188612099644","0.577663671373556","0.836328626444159","0.993153615746684","0.955284552845528","0.685066324347454","0.303166452717159","0.797389816003423","0.648267008985879","0.370988446726573","0.272785622593068"
"1495","Stef Smith","St. John's","0.290971330765939","0.604826212087669","0.700470688917415","0.825876970005084","0.203679931536157","0.13050919982884","0.54535729567822","0.371844244758237","0.802096705177578","0.618741976893453","0.7466837826273","0.76551133932392","0.44137783483098","0.802096705177578"
"1496","Joel Soriano","St. John's","0.88660676080445","0.431038299756476","0.116388532306376","N/A","0.781343602909713","0.657252888318357","0.0898587933247754","0.983739837398374","0.0620453572956782","0.459135643988019","0.560975609756098","0.480316645271716","0.842105263157895","0.535087719298246"
"1497","Montez Mathis","St. John's","0.90928540864356","0.264113349568298","0.337612323491656","0.0780376207422471","0.523748395378691","0.31086863500214","0.866281557552418","0.476893453145058","0.294608472400513","0.438168592212238","0.757595207531023","0.293110825845101","0.62943945228926","0.114890885750963"
"1498","Rafael Pinzon","St. John's","0.353016688061617","0.239982289129954","0.540008557980317","0.697508896797153","0.412280701754386","0.405220367993154","0.604407359863072","0.202182284980745","0.553059477963201","0.587077449721866","0.553059477963201","0.220581942661532","0.20132648694908","0.214377406931964"
"1499","Tareq Coburn","St. John's","0.268934531450578","0.274961257471773","0.833761232349166","0.941281138790036","0.215875053487377","0.0393667094565682","0.507060333761232","0.592640136927685","0.93474540008558","0.647197261446299","0.261232349165597","0.794180573384681","0.532948224219084","0.833761232349166"
"1500","Aaron Wheeler","St. John's","0.489730423620026","0.731016161168917","0.648267008985879","0.288002033553635","0.484381685922122","0.734060761660248","0.533590072742833","0.937098844672657","0.50385109114249","0.40650406504065","0.621095421480531","0.549850235344459","0.630295250320924","0.390885750962773"
"1501","O'mar Stanley","St. John's","0.91484809584938","0.364622537082134","0.153401797175866","0.504321301474326","0.478177150192555","0.212237911852803","0.465126230209671","0.676294394522893","0.196619597774925","0.776850663243475","0.139281129653402","0.510269576379974","0.848523748395379","0.362002567394095"
"1502","Esahia Nyiwe","St. John's","0.787762088147197","0.569847243745849","0.264869490800171","0.773258769700051","0.460633290543432","0.435173299101412","0.204535729567822","0.908643560119812","0.366067608044502","0.740479246897732","0.361360718870347","0.405648267008986","0.880188275566966","0.505348737697903"
"1503","Dylan Addae-Wusu","St. John's","0.624304664099273","0.121540845694045","0.545999144201968","0.582613116420946","0.477107402652974","0.49614890885751","0.91313649978605","0.529525032092426","0.688703465982028","0.136713735558408","0.932819854514335","0.202824133504493","0.400513478818999","0.338896020539153"
"1504","Artemios Gavalas","St. John's","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","400","400"
"1505","Jason Simpson","St. John's","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","400","400"
"1506","Shawn Williams","Arkansas Pine Bluff","0.0905006418485237","0.154748727031215","0.824989302524604","0.79689883070666","0.177150192554557","0.359863072314934","0.871630295250321","0.202182284980745","0.989088575096277","0.0671801454856654","0.958279845956354","0.621523320496363","0.127086007702182","0.713307659392383"
"1507","Kylen Milton","Arkansas Pine Bluff","0.552203679931536","0.648439229577153","0.738981600342319","0.209201830198271","0.387248609328199","0.662387676508344","0.83461703038083","0.664099272571673","0.636499786050492","0.275780915703894","0.760590500641849","0.507274283269148","0.708386820710312","0.285622593068036"
"1508","Jaylan Thomas","Arkansas Pine Bluff","0.0693196405648267","0.21983617445207","0.910355156183141","0.0467717336044738","0.0656824989302525","0.819640564826701","0.281557552417629","0.76936243046641","0.48395378690629","0.744972186563971","0.107616602481814","0.0817287120239623","0.224219084296106","0.0350877192982456"
"1509","Trey Sampson","Arkansas Pine Bluff","0.749251176722294","0.227806065972991","0.374625588361147","0.114641586171835","0.723577235772358","0.81471972614463","0.743260590500642","0.96512623020967","0.308515190415062","0.270218228498074","0.524390243902439","0.297817715019255","0.429824561403509","0.109756097560976"
"1510","Brahm Harris","Arkansas Pine Bluff","0.134788189987163","0.215629842816028","0.871416345742405","0.423741738688358","0.178861788617886","0.777706461275139","0.201968335472828","0.611681643132221","0.723791185280274","0.402225074882328","0.31471972614463","0.145271715875053","0.170517757809157","0.136499786050492"
"1511","Brandon Brown","Arkansas Pine Bluff","0.870774497218656","0.305069736550808","0.255241762943945","0.384341637010676","0.913564398801883","0.916773641420625","0.982242190842961","0.401155327342747","0.455284552845528","0.0526315789473685","0.823919554985024","0.263157894736842","0.605477107402653","0.367565254599914"
"1512","Kshsun Stokes","Arkansas Pine Bluff","0.775780915703894","0.537303520035422","0.417415489944373","0.235383833248602","0.565040650406504","0.493581514762516","0.614462986735131","0.525246041934104","0.317073170731707","0.447796320068464","0.624732563115105","0.436029097133077","0.352160890029953","0.141206675224647"
"1513","Ryan Nembhard","Creighton","0.589430894308943","0.0495904361301749","0.468977321352161","0.253431621759024","0.156183140778776","0.536799315361575","0.90543431750107","0.23620025673941","0.635216089002995","0.0132648694908002","0.981386392811297","0.0802310654685494","0.194908001711596","0.164313222079589"
"1514","Arthur Kaluma","Creighton","0.567394094993582","0.356209873810051","0.486949080017116","0.231316725978648","0.598844672657253","0.697903294822422","0.581514762516046","0.836756525459991","0.479246897732135","0.0554129225502782","0.653615746683783","0.212879760376551","0.588789045785195","0.478391099700471"
"1515","Ryan Hawkins","Creighton","0.353872486093282","0.337170688510073","0.762516046213094","0.763345195729537","0.689131364997861","0.831193838254172","0.765083440308087","0.703893881044074","0.821566110397946","0.158322635857937","0.718442447582371","0.626016260162602","0.479674796747967","0.593709884467266"
"1516","Alex O'connell","Creighton","0.194266153187848","0.583794553907461","0.81193838254172","0.601423487544484","0.184852374839538","0.72400513478819","0.750748823277706","0.333333333333333","0.863500213949508","0.167950363714163","0.790543431750107","0.505348737697903","0.526743688489516","0.239623448866068"
"1517","Trey Alexander","Creighton","0.443089430894309","0.273411556342705","0.41313649978605","0.436959837315709","0.124090714591356","0.481600342319213","0.640564826700899","0.646983311938383","0.588147197261446","0.181857081728712","0.856011981172443","0.210954214805306","0.209884467265725","0.34017971758665"
"1518","Rati Andronikashvili","Creighton","0.491869918699187","0.0115120655302192","0.425117672229354","0.112353838332486","0.0789473684210526","0.0447154471544715","0.581514762516046","0.421052631578947","0.487590928540864","0.455070603337612","0.639281129653402","0.0190415062045357","0.0928540864356012","0.0222507488232777"
"1519","Ryan Kalkbrenner","Creighton","0.924047924689773","0.874252822669914","0.166452717158751","0.19598373157092","0.943731279418057","0.548780487804878","0.403722721437741","0.996362858365426","0.150406504065041","0.317073170731707","0.597560975609756","0.927685066324347","0.940735986307232","0.946084724005135"
"1520","Keyshawn Feazell","Creighton","0.765725288831836","0.736329422182865","0.19469405220368","0.383833248601932","0.259734702610184","0.134146341463415","0.284980744544288","0.682071031236628","0.172657252888318","0.71459135643988","0.290543431750107","0.574240479246898","0.906718014548566","0.484167736414206"
"1521","Bj Maxwell","IUPUI","0.462772785622593","0.440557892406464","0.567608044501498","0.278851042196238","0.72785622593068","0.813436029097133","0.885750962772786","0.7798459563543","0.598844672657253","0.170945656824989","0.590928540864356","0.352802738553701","0.204963628583654","0.17201540436457"
"1522","K.J Pruitt","IUPUI","0.527813436029097","0.123311932698694","0.307873341891314","0.573462125063549","0.910997004706889","0.93859649122807","0.83461703038083","0.752032520325203","0.35344458707745","0.0132648694908002","0.788403936670946","0.035729567821994","0.500855798031665","0.147197261446299"
"1523","Boston Stanton","IUPUI","0.089216944801027","0.0467124197476201","0.582798459563543","0.233350279613625","0.0753102267864784","0.319854514334617","0.577663671373556","0.307017543859649","0.59456568249893","0.0579803166452717","0.508985879332478","0.0139067180145486","0.0303808301240907","0.0380830124090715"
"1524","Nathan Mcclure","IUPUI","0.274711168164313","0.189063537746292","0.747967479674797","0.552618200305033","0.832263585793753","0.793110825845101","0.856653829696192","0.455284552845528","0.710098416773641","0.229781771501926","0.530594779632007","0.217800599058622","0.306375695335901","0.155113393239196"
"1525","Chuks Isitua","IUPUI","0.887676508344031","0.555899933584237","0.116388532306376","N/A","0.796747967479675","0.721437740693196","0.42255027813436","0.901369276850663","0.0106974753958066","0.235772357723577","0.204321780059906","0.432178005990586","0.852802738553701","0.483525887890458"
"1526","Azariah Seay","IUPUI","0.213093709884467","0.309718839938012","0.527171587505349","0.0335536349771225","0.792682926829268","0.735344458707745","0.563329054343175","0.268506632434745","0.323919554985024","0.365211810012837","0.380188275566966","0.132434745400086","0.0543431750106975","0.172871202396234"
"1527","Bobby Harvey","IUPUI","0.150192554557125","0.0247952180650874","0.902225074882328","0.561260803253686","0.648908857509628","0.946940522036799","0.333333333333333","0.39216944801027","0.70410783055199","0.753958065896448","0.535301668806162","0.319854514334617","0.0524176294394523","0.295464270432178"
"1528","Jonah Carrasco","IUPUI","0.833975181857082","0.679211866282931","0.116388532306376","N/A","0.919554985023534","0.69191270860077","0.269148480958494","0.893667094565682","0.0367993153615747","0.516688061617458","0.187419768934531","0.630937098844673","0.874197689345314","0.752888318356868"
"1529","Bakari Lastrap","IUPUI","0.677364142062473","0.0515829090104051","0.212237911852803","0.348246059989832","0.363286264441592","0.325417201540436","0.554343175010698","0.202182284980745","0.298245614035088","0.00620453572956781","0.893453145057766","0.0295250320924262","0.0815147625160462","0.0376551133932392"
"1530","Dimitar Pandev","IUPUI","0.231065468549422","0.691166703564313","0.42533162173727","0.291560752414845","0.610397946084724","0.504278990158323","0.087719298245614","0.277920410783055","0.281129653401797","0.707744972186564","0.30915703893881","0.219298245614035","0.335044929396662","0.507916131792897"
"1531","Mike Depersia","IUPUI","0.252888318356868","0.482178437015718","0.669661959777493","0.413573970513472","0.412922550278134","0.716302952503209","0.797175866495507","0.335472828412495","0.679289687633718","0.354086435601198","0.937098844672657","0.244972186563971","0.365639709028669","0.149978605049208"
"1532","Jayden Taylor","Butler","0.567608044501498","0.51560770422847","0.605691056910569","0.45729537366548","0.215019255455712","0.429824561403509","0.630723149336757","0.557338468121523","0.670517757809157","0.400941377834831","0.580445014976466","0.54150620453573","0.316003423192127","0.40928540864356"
"1533","Simas Lukosius","Butler","0.161745827984596","0.499225149435466","0.729781771501926","0.33248601931876","0.265725288831836","0.556482670089859","0.300813008130081","0.277920410783055","0.74946512623021","0.254599914420197","0.717586649550706","0.309370988446727","0.372913992297818","0.2732135216089"
"1534","Chuck Harris","Butler","0.348309798887463","0.032100951959265","0.689987163029525","0.573716319267921","0.12002567394095","0.513478818998716","0.47068891741549","0.421052631578947","0.831621737270004","0.180573384681215","0.855584082156611","0.208386820710312","0.0845100556268721","0.234702610183997"
"1535","Bryce Nze","Butler","0.683140778776209","0.342926721275183","0.398160034231921","0.526436197254703","0.910783055198973","0.891313649978605","0.742618741976893","0.880188275566966","0.410997004706889","0.25053487376979","0.690415062045357","0.380616174582798","0.602909713307659","0.330338040222508"
"1536","Bryce Golden","Butler","0.599914420196833","0.688952844808501","0.411638853230638","0.221911540416878","0.633718442447582","0.394308943089431","0.355798031664527","0.631151048352589","0.293324775353017","0.312794180573385","0.381258023106547","0.463200684638425","0.661103979460847","0.268934531450578"
"1537","Jair Bolden","Butler","0.0237483953786906","0.618994908124862","0.935173299101412","0.5355871886121","0.183782627299957","0.333119383825417","0.463842533162174","0.618528027385537","0.899657680787334","0.750748823277706","0.450363714163457","0.481814291827129","0.0489944373127942","0.524818142918271"
"1538","Myles Wilmoth","Butler","0.461061189559264","0.420854549479743","0.856011981172443","0.488561260803254","0.918271287976038","0.73727000427899","0.0823705605477107","0.759092854086436","0.551775780915704","0.92255027813436","0.262088147197261","0.609756097560976","0.620881471972614","0.476251604621309"
"1539","Dylan Robertson","Bethune Cookman","0.793752674368849","0.916758910781492","0.116388532306376","N/A","0.945656824989302","0.961489088575096","0.83461703038083","0.983097988874626","0.0537013264869491","0.459135643988019","0.396234488660676","0.800813008130081","0.808729139922978","0.54257595207531"
"1540","Marcus Garrett","Bethune Cookman","0.808943089430894","0.2218286473323","0.228498074454429","0.0821047280122013","0.680787334189131","0.774283269148481","0.857081728712024","0.31857081728712","0.391955498502353","0.040436456996149","0.918913136499786","0.256311510483526","0.395806589644844","0.243046640992726"
"1541","Kevin Davis","Bethune Cookman","0.623020967051776","0.386096967013505","0.39987163029525","0.715048296898831","0.952717158750535","0.954428754813864","0.796106118955926","0.847240051347882","0.505776636713736","0.203465982028241","0.606974753958066","0.575310226786478","0.442447582370561","0.657038938810441"
"1542","Calvin Poulina","Bethune Cookman","0.241121095421481","0.0345361965906575","0.81750106974754","0.169039145907473","0.621737270004279","0.651904150620454","0.333333333333333","0.331407787762088","0.467051775780916","0.431322207958922","0.123234916559692","0.0487804878048781","0.247967479674797","0.0725288831835687"
"1543","Joe French","Bethune Cookman","0.269790329482242","0.0783705999557228","0.738553701326487","0.950686324351805","0.261446298673513","0.611681643132221","0.283269148480959","0.202182284980745","0.944801026957638","0.185708172871202","0.465554129225503","0.679503637141635","0.12387676508344","0.783269148480959"
"1544","Collins Joseph","Bethune Cookman","0.212023962344887","0.0861191056010626","0.228284124946513","0.00889679715302491","0.387034659820282","0.440735986307231","0.701112537441164","0.202182284980745","0.327128797603766","0.615532734274711","0.684638425331622","0.0761660248181429","0.0087719298245614","0.0198973042362003"
"1545","Jakolby Long","Bethune Cookman","0.784124946512623","0.383440336506531","0.160462130937099","0.0958312150482969","0.649764655541292","0.610183996576808","0.777064612751391","0.202182284980745","0.400085579803166","0.671159606332906","0.459777492511767","0.298887462558836","0.25716730851519","0.420624732563115"
"1546","Jonathan Bolden","Bethune Cookman","0.497004706889174","0.567190613238875","0.270004278990158","0.296390442297916","0.724219084296106","0.805091998288404","0.608686350021395","0.561617458279846","0.209670517757809","0.605905006418485","0.0522036799315362","0.211168164313222","0.394308943089431","0.550492083868207"
"1547","Mikey West","Bethune Cookman","0.616388532306376","0.0290015497011291","0.437312794180573","0.143873919674631","0.162815575524176","0.592426187419769","0.495721009841677","0.39216944801027","0.529525032092426","0.179289687633718","0.835258878904579","0.0338040222507488","0.0370132648694908","0.0999144201968336"
"1548","Javon Greene","South Florida","0.31086863500214","0.145229134381226","0.7599486521181","0.477122521606507","0.189559264013693","0.745614035087719","0.9867351305092","0.586649550706033","0.782413350449294","0.110397946084724","0.801026957637997","0.259734702610184","0.309584937954643","0.237697903294822"
"1549","Jake Boggs","South Florida","0.377834830979889","0.305733894177551","0.83076593923834","0.46085409252669","0.475181857081729","0.293752674368849","0.297389816003423","0.817928968763372","0.700042789901583","0.779632006846384","0.147411210954215","0.446084724005135","0.275353016688062","0.124732563115105"
"1550","Caleb Murphy","South Florida","0.350235344458708","0.158290901040514","0.195121951219512","0.00228774783934926","0.175652545999144","0.550919982884039","0.633718442447582","0.681215233204964","0.255669661959777","0.0725288831835686","0.945870774497219","0.055198973042362","0.0169020111253744","0.0273855370132649"
"1551","Jamir Chaplin","South Florida","0.721865639709029","0.495682975426168","0.490800171159606","0.0116929334011185","0.790757381258023","0.593281985451434","0.767650834403081","0.7798459563543","0.249037227214377","0.41869918699187","0.605263157894737","0.301882755669662","0.56140350877193","0.0954214805305948"
"1552","Serrel Smith Jr.","South Florida","0.0440735986307231","0.65574496347133","0.726144629867351","0.0976105744789019","0.147625160462131","0.0701754385964912","0.262516046213094","0.395378690629012","0.594993581514763","0.642062473256311","0.282413350449294","0.087719298245614","0.0359435173299101","0.0284552845528455"
"1553","Trey Moss","South Florida","0.184638425331622","0.00996236440115121","0.736414206247326","0.131418403660397","0.0780915703893881","0.0691056910569106","0.132862644415918","0.202182284980745","0.581086863500214","0.768506632434745","0.55198973042362","0.0263157894736842","0.0605477107402653","0.011339323919555"
"1554","Sam Hines Jr.","South Florida","0.559905862216517","0.0668585344255037","0.190415062045357","0.00711743772241993","0.539152759948652","0.392811296534018","0.633718442447582","0.783910997004707","0.143132220795892","0.327128797603766","0.35344458707745","0.0316645271715875","0.0261018399657681","0.0757381258023107"
"1555","D.J Patrick","South Florida","0.0271715875053487","0.291343812264778","0.943517329910141","0.420945602440264","0.261874197689345","0.101839965768079","0.120453572956782","0.515832263585794","0.80915703893881","0.735130509199829","0.272357723577236","0.258878904578519","0.136285836542576","0.154899443731279"
"1556","Bayron Matos","South Florida","0.862002567394095","0.206331636041621","0.116388532306376","N/A","0.597988874625588","0.335472828412495","0.121095421480531","0.525246041934104","0.0845100556268721","0.695763799743261","0.199614890885751","0.071459135643988","0.333761232349166","0.339109970047069"
"1557","Russel Tchewa","South Florida","0.740907145913564","0.48638476865176","0.116388532306376","N/A","0.826914848095849","0.752674368848952","0.336970474967908","0.551561831407788","0.079589216944801","0.363500213949508","0.335472828412495","0.270004278990158","0.711382113821138","0.373769790329482"
"1558","John Pettway","Tennessee Tech","0.937740693196406","0.583351782156298","0.149764655541292","0.196237925775292","0.577877620881472","0.370774497218656","0.853658536585366","0.476893453145058","0.160034231921267","0.145913564398802","0.780273855370133","0.474753958065896","0.701754385964912","0.623234916559692"
"1559","Jr Clay","Tennessee Tech","0.626444159178434","0.245295550143901","0.633932391955499","0.471784443314692","0.304878048780488","0.343388960205392","0.966195977749251","0.56525459991442","0.807017543859649","0.0815147625160462","0.943945228925973","0.36007702182285","0.375695335900727","0.244544287548139"
"1560","Shandon Goldman","Tennessee Tech","0.0430038510911425","0.408014168696037","0.9734702610184","0.469242501270971","0.371202396234489","0.559905862216517","0.558408215661104","0.836756525459991","0.900299529311083","0.635643988018828","0.587291399229782","0.412494651262302","0.561189559264014","0.360932819854514"
"1561","Daniel Ramsey","Tennessee Tech","0.377406931964057","0.665928713748063","0.116388532306376","N/A","0.640564826700899","0.434959349593496","0.565896448438169","0.702610183996577","0.0382969619169876","0.590286692340608","0.357509627727856","0.648053059477963","0.411210954214805","0.446940522036799"
"1562","Keishawn Davidson","Tennessee Tech","0.585793752674369","0.218950630949745","0.611681643132221","0.816725978647687","0.397304236200257","0.449507916131793","0.666880616174583","0.277920410783055","0.844672657252888","0.295250320924262","0.974753958065896","0.604407359863072","0.300813008130081","0.605691056910569"
"1563","Mamadou Diarra","Tennessee Tech","0.29204107830552","0.389860526898384","0.682712879760377","0.760803253685816","0.742190842961061","0.547282841249465","0.400085579803166","0.949080017115961","0.849807445442875","0.320282413350449","0.479246897732135","0.571673085151904","0.276850663243475","0.270218228498074"
"1564","Amadou Sylla","Tennessee Tech","0.974753958065896","0.554128846579588","0.126016260162602","N/A","0.836970474967908","0.559477963200685","0.398373983739837","0.906718014548566","0.133504492939666","0.574026529738982","0.275139067180145","0.692768506632435","0.857509627727856","0.587291399229782"
"1565","Dane Quest","Tennessee Tech","0.789901583226359","0.244852778392739","0.263371844244758","0.182257244534825","0.581728712023962","0.54257595207531","0.333333333333333","0.495507060333761","0.291613179289688","0.578091570389388","0.523534445870774","0.197261446298674","0.244330338040223","0.303808301240907"
"1566","Diante Wood","Tennessee Tech","0.821138211382114","0.466681425725039","0.181643132220796","0.00635485510930351","0.675438596491228","0.513050919982884","0.738553701326487","0.417629439452289","0.129653401797176","0.254599914420197","0.694266153187848","0.400941377834831","0.576593923833975","0.307445442875481"
"1567","Kenny White Jr.","Tennessee Tech","0.696405648267009","0.463139251715741","0.46790757381258","0.753940010167768","0.336970474967908","0.572314933675653","0.83461703038083","0.638853230637569","0.676936243046641","0.195549850235344","0.721009841677364","0.576379974326059","0.595635430038511","0.636499786050492"
"1568","C.J Gettelfinger","Tennessee Tech","0.630937098844673","0.956386982510516","0.508771929824561","0.538383324860193","0.880188275566966","0.671373555840822","0.0823705605477107","0.202182284980745","0.877834830979889","0.744972186563971","0.237056054771074","0.71737270004279","0.847240051347882","0.690201112537441"
"1569","Caleb Christopher","Tennessee Tech","0.516688061617458","0.727473987159619","0.700256739409499","0.150991357397051","0.0656824989302525","0.245400085579803","0.143988018827557","0.202182284980745","0.406718014548567","0.91206675224647","0.0862216516902011","0.479460847240051","0.424475823705605","0.300813008130081"
"1570","Deandre Williams","Memphis","0.746255883611468","0.772193934027009","0.248823277706461","0.975851550584647","0.912922550278134","0.726358579375267","0.907787762088147","0.870774497218656","0.705605477107403","0.141848523748395","0.788831835686778","0.812366281557552","0.897732135216089","0.754172015404365"
"1571","Jalen Duren","Memphis","0.879332477535302","0.775071950409564","0.116388532306376","N/A","0.924261874197689","0.860718870346598","0.715875053487377","0.988874625588361","0.0626872058194266","0.101626016260163","0.640564826700899","0.692554557124519","0.926829268292683","0.818998716302953"
