"","Players","Team","Rim_Frequency","Rim_Efficiency","Three_Point_Frequency","Three_Point_Efficiency","Offensive_Rebounding","Defensive_Rebounding","Steals","Blocks","Spacing","Turnover_Frequency","Passing","Overall_Efficiency","Shot_Selection","Shot_Making"
"11","James Johnson","Brooklyn Nets","0.822021116138763","0.539170506912442","0.279034690799397","0.1499176276771","0.408748114630468","0.266968325791855","0.399698340874811","0.767722473604827","0.24132730015083","0.561085972850679","0.610859728506787","0.369532428355958","0.662141779788839","0.274509803921569"
"12","Grayson Allen","Milwaukee Bucks","0.274509803921569","0.376344086021505","0.906485671191554","0.937397034596376","0.14027149321267","0.158371040723982","0.607843137254902","0.47209653092006","0.978883861236802","0.636500754147813","0.568627450980392","0.89894419306184","0.48868778280543","0.900452488687783"
"13","Giannis Antetokounmpo","Milwaukee Bucks","0.790346907993967","0.984639016897081","0.170437405731523","0.0527182866556837","0.597285067873303","0.719457013574661","0.841628959276018","0.974358974358974","0.199095022624434","0.0196078431372549","0.941176470588235","0.947209653092006","0.894419306184012","0.907993966817496"
"14","Brook Lopez","Milwaukee Bucks","0.671191553544495","0.938556067588326","0.447963800904977","0.344316309719934","0.852187028657617","0.714932126696833","0.48868778280543","0.968325791855204","0.336349924585219","0.457013574660634","0.206636500754148","0.892911010558069","0.781297134238311","0.704374057315234"
"15","Khris Middleton","Milwaukee Bucks","0.128205128205128","0.599078341013825","0.552036199095023","0.955518945634267","0.254901960784314","0.491704374057315","0.904977375565611","0.440422322775264","0.932126696832579","0.0437405731523378","0.942684766214178","0.69079939668175","0.291101055806938","0.975867269984917"
"16","Jrue Holiday","Milwaukee Bucks","0.437405731523379","0.462365591397849","0.372549019607843","0.729818780889621","0.390648567119155","0.283559577677225","0.975867269984917","0.668174962292609","0.791855203619909","0.052790346907994","0.972850678733032","0.416289592760181","0.138763197586727","0.781297134238311"
"17","Pat Connaughton","Milwaukee Bucks","0.137254901960784","0.766513056835638","0.957767722473605","0.876441515650741","0.226244343891403","0.276018099547511","0.719457013574661","0.414781297134238","0.974358974358974","0.73604826546003","0.494720965309201","0.920060331825038","0.59577677224736","0.874811463046757"
"18","Thanasis Antetokounmpo","Milwaukee Bucks","0.939668174962293","0.522273425499232","0.131221719457014","0.014827018121911","0.607843137254902","0.217194570135747","0.357466063348416","0.515837104072398","0.0723981900452489","0.631975867269985","0.197586726998492","0.441930618401207","0.871794871794872","0.206636500754148"
"19","Jordan Nwora","Milwaukee Bucks","0.378582202111614","0.333333333333333","0.701357466063348","0.500823723228995","0.244343891402715","0.257918552036199","0.288084464555053","0.458521870286576","0.707390648567119","0.490196078431373","0.41025641025641","0.248868778280543","0.209653092006033","0.288084464555053"
"20","George Hill","Milwaukee Bucks","0.469079939668175","0.334869431643625","0.613876319758673","0.700164744645799","0.346907993966817","0.165912518853695","0.633484162895928","0.203619909502262","0.716440422322775","0.59577677224736","0.701357466063348","0.446455505279035","0.343891402714932","0.668174962292609"
"21","Sandro Mamukelashvili","Milwaukee Bucks","0.631975867269985","0.38863287250384","0.61236802413273","0.934102141680395","0.711915535444947","0.300150829562594","0.191553544494721","0.500754147812971","0.769230769230769","0.761689291101056","0.220211161387632","0.722473604826546","0.663650075414781","0.742081447963801"
"22","Justin Robinson","Milwaukee Bucks","0.0618401206636501","0.248847926267281","0.843137254901961","0.319604612850082","0.205128205128205","0.230769230769231","0.351432880844646","0.117647058823529","0.588235294117647","0.668174962292609","0.558069381598793","0.085972850678733","0.150829562594268","0.14027149321267"
"23","Kevon Looney","Golden State Warriors","0.966817496229261","0.683563748079877","0.0603318250377074","0.00823723228995058","0.609351432880845","0.301659125188537","0.496229260935143","0.808446455505279","0.0633484162895928","0.515837104072398","0.59577677224736","0.656108597285068","0.877828054298643","0.546003016591252"
"24","Jordan Poole","Golden State Warriors","0.355957767722474","0.688172043010753","0.702865761689291","0.644151565074135","0.102564102564103","0.0950226244343891","0.710407239819005","0.482654600301659","0.871794871794872","0.0844645550527904","0.856711915535445","0.544494720965309","0.52790346907994","0.782805429864253"
"25","Draymond Green","Golden State Warriors","0.742081447963801","0.658986175115207","0.177978883861237","0.0560131795716639","0.455505279034691","0.627450980392157","0.93815987933635","0.945701357466063","0.122171945701357","0.0452488687782805","0.918552036199095","0.10105580693816","0.862745098039216","0.217194570135747"
"26","Stephen Curry","Golden State Warriors","0.244343891402715","0.754224270353303","0.781297134238311","0.983525535420099","0.167420814479638","0.38763197586727","0.932126696832579","0.568627450980392","0.998491704374057","0.0392156862745098","0.959276018099548","0.924585218702866","0.392156862745098","0.993966817496229"
"27","Andrew Wiggins","Golden State Warriors","0.47209653092006","0.820276497695853","0.497737556561086","0.782537067545305","0.453996983408748","0.212669683257919","0.841628959276018","0.874811463046757","0.764705882352941","0.226244343891403","0.678733031674208","0.748114630467572","0.544494720965309","0.749622926093514"
"28","Damion Lee","Golden State Warriors","0.331825037707391","0.82642089093702","0.675716440422323","0.642504118616145","0.131221719457014","0.131221719457014","0.437405731523379","0.164404223227753","0.708898944193062","0.719457013574661","0.322775263951735","0.659125188536953","0.447963800904977","0.698340874811463"
"29","Andre Iguodala","Golden State Warriors","0.253393665158371","0.711213517665131","0.73604826546003","0.158154859967051","0.529411764705882","0.512820512820513","0.659125188536953","0.834087481146305","0.417797888386124","0.475113122171946","0.790346907993967","0.155354449472097","0.570135746606335","0.168929110105581"
"30","Nemanja Bjelica","Golden State Warriors","0.644042232277526","0.387096774193548","0.476621417797888","0.845140032948929","0.300150829562594","0.174962292609351","0.461538461538462","0.526395173453997","0.726998491704374","0.339366515837104","0.638009049773756","0.399698340874811","0.642533936651584","0.656108597285068"
"31","Otto Porter Jr.","Golden State Warriors","0.342383107088989","0.58678955453149","0.749622926093514","0.761120263591433","0.447963800904977","0.333333333333333","0.849170437405732","0.665158371040724","0.799396681749623","0.680241327300151","0.536953242835596","0.726998491704374","0.615384615384615","0.714932126696833"
"32","Moses Moody","Golden State Warriors","0.375565610859729","0.806451612903226","0.815987933634992","0.537067545304778","0.197586726998492","0.0512820512820513","0.129713423831071","0.360482654600302","0.692307692307692","0.911010558069382","0.171945701357466","0.702865761689291","0.638009049773756","0.618401206636501"
"33","Juan Toscano-Anderson","Golden State Warriors","0.698340874811463","0.594470046082949","0.361990950226244","0.602965403624382","0.134238310708899","0.110105580693816","0.609351432880845","0.411764705882353","0.512820512820513","0.375565610859729","0.552036199095023","0.374057315233786","0.784313725490196","0.603318250377074"
"34","Gary Payton II","Golden State Warriors","0.809954751131222","0.950844854070661","0.434389140271493","0.645799011532125","0.401206636500754","0.107088989441931","0.947209653092006","0.562594268476621","0.514328808446455","0.720965309200603","0.327300150829563","0.963800904977376","0.93815987933635","0.829562594268477"
"35","Deandre Jordan","Los Angeles Lakers","0.998491704374057","0.907834101382488","0.052790346907994","N/A","0.784313725490196","0.71342383107089","0.223227752639517","0.889894419306184","0.0180995475113122","0.624434389140271","0.0950226244343891","0.968325791855204","0.986425339366516","0.788838612368024"
"36","Lebron James","Los Angeles Lakers","0.52790346907994","0.976958525345622","0.440422322775264","0.415156507413509","0.536953242835596","0.737556561085973","0.941176470588235","0.947209653092006","0.633484162895928","0.0180995475113123","0.962292609351433","0.806938159879336","0.699849170437406","0.847662141779789"
"37","Anthony Davis","Los Angeles Lakers","0.65158371040724","0.972350230414747","0.134238310708899","0.0378912685337726","0.83710407239819","0.806938159879336","0.914027149321267","0.996983408748115","0.081447963800905","0.113122171945701","0.805429864253394","0.861236802413273","0.743589743589744","0.770739064856712"
"38","Russell Westbrook","Los Angeles Lakers","0.624434389140271","0.533026113671275","0.200603318250377","0.120263591433278","0.487179487179487","0.556561085972851","0.791855203619909","0.414781297134238","0.26395173453997","0.00904977375565608","0.975867269984917","0.180995475113122","0.395173453996983","0.363499245852187"
"39","Kent Bazemore","Los Angeles Lakers","0.168929110105581","0.241167434715822","0.784313725490196","0.682042833607908","0.233785822021116","0.22473604826546","0.577677224736048","0.369532428355958","0.742081447963801","0.717948717948718","0.318250377073906","0.259426847662142","0.295625942684766","0.40422322775264"
"40","Carmelo Anthony","Los Angeles Lakers","0.0422322775263952","0.617511520737327","0.770739064856712","0.924217462932455","0.374057315233786","0.304675716440422","0.619909502262443","0.879336349924585","0.917043740573152","0.518853695324283","0.434389140271493","0.828054298642534","0.372549019607843","0.85972850678733"
"41","Malik Monk","Los Angeles Lakers","0.434389140271493","0.645161290322581","0.722473604826546","0.705107084019769","0.161387631975867","0.205128205128205","0.723981900452489","0.583710407239819","0.864253393665158","0.187028657616893","0.81447963800905","0.625942684766214","0.464555052790347","0.779788838612368"
"42","Dwight Howard","Los Angeles Lakers","0.96078431372549","0.937019969278034","0.105580693815988","0.899505766062603","0.69079939668175","0.499245852187029","0.52790346907994","0.815987933634992","0.386123680241327","0.574660633484163","0.173453996983409","0.971342383107089","0.950226244343891","0.891402714932127"
"43","Rajon Rondo","Los Angeles Lakers","0.447963800904977","0.0337941628264209","0.419306184012066","0.621087314662274","0.677224736048265","0.693815987933635","0.607843137254902","0.46606334841629","0.568627450980392","0.138763197586727","0.846153846153846","0.0120663650075415","0.0482654600301659","0.203619909502262"
"44","Avery Bradley","Los Angeles Lakers","0.170437405731523","0.0952380952380952","0.840120663650075","0.756177924217463","0.217194570135747","0.0904977375565611","0.733031674208145","0.271493212669683","0.858220211161388","0.672699849170437","0.315233785822021","0.422322775263952","0.257918552036199","0.570135746606335"
"45","Domantas Sabonis","Indiana Pacers","0.81447963800905","0.861751152073733","0.173453996983409","0.184514003294893","0.846153846153846","0.825037707390649","0.811463046757164","0.689291101055807","0.164404223227753","0.0377073906485671","0.862745098039216","0.71342383107089","0.917043740573152","0.650075414781297"
"46","Malcolm Brogdon","Indiana Pacers","0.683257918552036","0.420890937019969","0.368024132730015","0.538714991762768","0.585218702865762","0.707390648567119","0.739064856711916","0.624434389140271","0.622926093514329","0.105580693815988","0.947209653092006","0.46606334841629","0.220211161387632","0.725490196078431"
"47","Chris Duarte","Indiana Pacers","0.345399698340875","0.314900153609831","0.55052790346908","0.685337726523888","0.41025641025641","0.464555052790347","0.841628959276018","0.321266968325792","0.754147812971342","0.177978883861237","0.689291101055807","0.316742081447964","0.260935143288084","0.529411764705882"
"48","Myles Turner","Indiana Pacers","0.478129713423831","0.932411674347158","0.601809954751131","0.439868204283361","0.720965309200603","0.7526395173454","0.607843137254902","1","0.515837104072398","0.269984917043741","0.380090497737557","0.835595776772247","0.82051282051282","0.720965309200603"
"49","Jeremy Lamb","Indiana Pacers","0.395173453996983","0.483870967741935","0.681749622926094","0.57825370675453","0.307692307692308","0.380090497737557","0.494720965309201","0.582202111613876","0.701357466063348","0.69683257918552","0.556561085972851","0.59577677224736","0.396681749622926","0.653092006033183"
"50","T.J Mcconnell","Indiana Pacers","0.508295625942685","0.632872503840246","0.176470588235294","0.13838550247117","0.644042232277526","0.653092006033183","0.871794871794872","0.618401206636501","0.193061840120664","0.342383107088989","0.92156862745098","0.398190045248869","0.085972850678733","0.803921568627451"
"51","Torrey Craig","Indiana Pacers","0.42684766214178","0.63594470046083","0.686274509803922","0.411861614497529","0.568627450980392","0.411764705882353","0.393665158371041","0.591251885369532","0.57315233785822","0.552036199095023","0.416289592760181","0.434389140271493","0.598793363499246","0.399698340874811"
"52","Justin Holiday","Indiana Pacers","0.0633484162895928","0.328725038402458","0.945701357466063","0.843492586490939","0.180995475113122","0.331825037707391","0.65158371040724","0.591251885369532","0.95475113122172","0.401206636500754","0.570135746606335","0.698340874811463","0.339366515837104","0.815987933634992"
"53","Gordon Hayward","Charlotte Hornets","0.390648567119155","0.752688172043011","0.437405731523379","0.906095551894563","0.417797888386124","0.561085972850679","0.802413273001508","0.669683257918552","0.776772247360483","0.188536953242836","0.840120663650075","0.766214177978884","0.500754147812971","0.846153846153846"
"54","Lamelo Ball","Charlotte Hornets","0.520361990950226","0.199692780337942","0.577677224736048","0.754530477759473","0.485671191553544","0.500754147812971","0.971342383107089","0.6289592760181","0.852187028657617","0.0271493212669683","0.984917043740573","0.254901960784314","0.306184012066365","0.532428355957768"
"55","Mason Plumlee","Charlotte Hornets","0.962292609351433","0.904761904761905","0.0648567119155355","0.00658978583196046","0.665158371040724","0.517345399698341","0.701357466063348","0.85369532428356","0.0648567119155355","0.236802413273002","0.739064856711916","0.903469079939668","0.96078431372549","0.840120663650075"
"56","Kelly Oubre Jr.","Charlotte Hornets","0.444947209653092","0.715821812596006","0.825037707390649","0.43163097199341","0.372549019607843","0.20211161387632","0.841628959276018","0.644042232277526","0.785822021116139","0.478129713423831","0.414781297134238","0.683257918552036","0.647058823529412","0.435897435897436"
"57","Miles Bridges","Charlotte Hornets","0.773755656108597","0.812596006144393","0.473604826546003","0.42833607907743","0.369532428355958","0.529411764705882","0.773755656108597","0.892911010558069","0.609351432880845","0.137254901960784","0.832579185520362","0.782805429864253","0.684766214177979","0.73604826546003"
"58","Ish Smith","Charlotte Hornets","0.340874811463047","0.104454685099846","0.156862745098039","0.438220757825371","0.250377073906486","0.242835595776772","0.487179487179487","0.491704374057315","0.389140271493213","0.381598793363499","0.806938159879336","0.0678733031674208","0.0301659125188537","0.331825037707391"
"59","Jalen Mcdaniels","Charlotte Hornets","0.647058823529412","0.763440860215054","0.561085972850679","0.686985172981878","0.360482654600302","0.312217194570136","0.396681749622926","0.642533936651584","0.618401206636501","0.6289592760181","0.393665158371041","0.749622926093514","0.740573152337858","0.662141779788839"
"60","Cody Martin","Charlotte Hornets","0.67420814479638","0.602150537634409","0.455505279034691","0.354200988467875","0.446455505279035","0.236802413273001","0.926093514328808","0.647058823529412","0.458521870286576","0.491704374057315","0.711915535444947","0.443438914027149","0.671191553544495","0.334841628959276"
"61","P.J Washington","Charlotte Hornets","0.464555052790347","0.529953917050691","0.764705882352941","0.764415156507414","0.497737556561086","0.441930618401207","0.754147812971342","0.923076923076923","0.829562594268477","0.295625942684766","0.653092006033183","0.631975867269985","0.648567119155354","0.663650075414781"
"62","Lonzo Ball","Chicago Bulls","0.0874811463046757","0.316436251920123","0.862745098039216","0.86326194398682","0.63499245852187","0.746606334841629","0.989441930618401","0.901960784313726","0.93815987933635","0.0920060331825038","0.907993966817496","0.349924585218703","0.319758672699849","0.763197586726998"
"63","Zach Lavine","Chicago Bulls","0.399698340874811","0.890937019969278","0.487179487179487","0.901153212520593","0.0904977375565611","0.469079939668175","0.55052790346908","0.565610859728507","0.892911010558069","0.0648567119155354","0.91553544494721","0.803921568627451","0.440422322775264","0.93815987933635"
"64","Patrick Williams","Chicago Bulls","0.443438914027149","0.712749615975422","0.352941176470588","0.920922570016474","0.767722473604827","0.791855203619909","0.567119155354449","0.764705882352941","0.663650075414781","0.3710407239819","0.381598793363499","0.686274509803922","0.610859728506787","0.766214177978884"
"65","Demar Derozan","Chicago Bulls","0.205128205128205","0.926267281105991","0.125188536953243","0.406919275123558","0.266968325791855","0.42684766214178","0.794871794871795","0.523378582202112","0.266968325791855","0.0935143288084465","0.95475113122172","0.92156862745098","0.30316742081448","0.984917043740573"
"66","Nikola Vucevic","Chicago Bulls","0.389140271493213","0.502304147465438","0.360482654600302","0.525535420098847","0.600301659125189","0.720965309200603","0.787330316742081","0.924585218702866","0.457013574660633","0.138763197586727","0.815987933634992","0.420814479638009","0.402714932126697","0.467571644042232"
"67","Alex Caruso","Chicago Bulls","0.414781297134238","0.317972350230415","0.621417797888386","0.546952224052718","0.490196078431373","0.476621417797888","0.986425339366516","0.657616892911011","0.666666666666667","0.24132730015083","0.849170437405732","0.233785822021116","0.46606334841629","0.360482654600302"
"68","Alize Johnson","Chicago Bulls","0.969834087481146","0.360983102918587","0.114630467571644","0.0181219110378913","0.923076923076923","0.81447963800905","0.147812971342383","0.117647058823529","0.0708898944193062","0.539969834087481","0.141779788838612","0.199095022624434","0.79788838612368","0.289592760180996"
"69","Ayo Dosunmu","Chicago Bulls","0.547511312217195","0.732718894009217","0.413273001508296","0.835255354200989","0.10105580693816","0.114630467571644","0.677224736048265","0.579185520361991","0.714932126696833","0.238310708898944","0.802413273001508","0.586726998491704","0.583710407239819","0.790346907993967"
"70","Javonte Green","Chicago Bulls","0.868778280542986","0.814132104454685","0.349924585218703","0.757825370675453","0.549019607843137","0.245852187028658","0.862745098039216","0.695324283559578","0.559577677224736","0.787330316742081","0.297134238310709","0.930618401206637","0.89894419306184","0.669683257918552"
"71","Frank Jackson","Detroit Pistons","0.357466063348416","0.423963133640553","0.823529411764706","0.660626029654036","0.14630467571644","0.0648567119155355","0.431372549019608","0.273001508295626","0.81447963800905","0.610859728506787","0.392156862745098","0.627450980392157","0.520361990950226","0.506787330316742"
"72","Jerami Grant","Detroit Pistons","0.354449472096531","0.71889400921659","0.41025641025641","0.609555189456343","0.352941176470588","0.562594268476621","0.793363499245852","0.950226244343891","0.564102564102564","0.14630467571644","0.733031674208145","0.559577677224736","0.419306184012066","0.615384615384615"
"73","Saddiq Bey","Detroit Pistons","0.28657616892911","0.517665130568356","0.748114630467572","0.626029654036244","0.428355957767722","0.372549019607843","0.734539969834088","0.322775263951735","0.822021116138763","0.312217194570136","0.77526395173454","0.506787330316742","0.361990950226244","0.48868778280543"
"74","Isaiah Stewart","Detroit Pistons","0.900452488687783","0.543778801843318","0.128205128205128","0.43492586490939","0.745098039215686","0.576168929110106","0.211161387631976","0.956259426847662","0.20211161387632","0.297134238310709","0.316742081447964","0.523378582202112","0.794871794871795","0.38763197586727"
"75","Killian Hayes","Detroit Pistons","0.420814479638009","0.141321044546851","0.378582202111614","0.0444810543657331","0.211161387631976","0.262443438914027","0.897435897435897","0.745098039215686","0.188536953242836","0.168929110105581","0.883861236802413","0.028657616892911","0.149321266968326","0.00452488687782805"
"76","Kelly Olynyk","Detroit Pistons","0.475113122171946","0.741935483870968","0.485671191553544","0.627677100494234","0.669683257918552","0.586726998491704","0.681749622926094","0.69683257918552","0.631975867269985","0.227752639517345","0.740573152337858","0.541478129713424","0.592760180995475","0.755656108597285"
"77","Trey Lyles","Detroit Pistons","0.639517345399698","0.910906298003072","0.435897435897436","0.550247116968699","0.553544494720965","0.553544494720965","0.316742081447964","0.739064856711916","0.503770739064857","0.352941176470588","0.44947209653092","0.849170437405732","0.85369532428356","0.705882352941177"
"78","Cory Joseph","Detroit Pistons","0.416289592760181","0.417818740399386","0.422322775263952","0.734761120263591","0.159879336349925","0.188536953242836","0.574660633484163","0.41025641025641","0.659125188536953","0.260935143288084","0.850678733031674","0.291101055806938","0.280542986425339","0.630467571644042"
"79","Josh Jackson","Detroit Pistons","0.452488687782805","0.508448540706605","0.586726998491704","0.128500823723229","0.316742081447964","0.546003016591252","0.46606334841629","0.686274509803922","0.343891402714932","0.438914027149321","0.518853695324284","0.221719457013575","0.526395173453997","0.107088989441931"
"80","Hamidou Diallo","Detroit Pistons","0.828054298642534","0.788018433179724","0.184012066365008","0.0988467874794069","0.514328808446455","0.484162895927602","0.909502262443439","0.48868778280543","0.174962292609351","0.401206636500754","0.476621417797888","0.613876319758673","0.67420814479638","0.455505279034691"
"81","Grant Williams","Boston Celtics","0.372549019607843","0.709677419354839","0.778280542986425","0.919275123558484","0.251885369532428","0.0784313725490196","0.361990950226244","0.870286576168929","0.914027149321267","0.524886877828054","0.337858220211161","0.850678733031674","0.707390648567119","0.826546003016591"
"82","Jayson Tatum","Boston Celtics","0.455505279034691","0.76036866359447","0.515837104072398","0.794069192751236","0.343891402714932","0.493212669683258","0.841628959276018","0.849170437405732","0.879336349924585","0.0346907993966817","0.935143288084465","0.710407239819005","0.408748114630468","0.868778280542986"
"83","Marcus Smart","Boston Celtics","0.374057315233786","0.3963133640553","0.618401206636501","0.474464579901153","0.203619909502262","0.168929110105581","0.972850678733032","0.437405731523379","0.720965309200603","0.0965309200603318","0.932126696832579","0.269984917043741","0.502262443438914","0.423831070889894"
"84","Jaylen Brown","Boston Celtics","0.503770739064857","0.700460829493088","0.469079939668175","0.85831960461285","0.336349924585219","0.437405731523379","0.861236802413273","0.512820512820513","0.838612368024133","0.0542986425339367","0.852187028657617","0.767722473604827","0.493212669683258","0.894419306184012"
"85","Robert Williams III","Boston Celtics","0.987933634992459","0.978494623655914","0.0633484162895928","0.00988467874794069","0.770739064856712","0.503770739064857","0.75867269984917","0.995475113122172","0.0678733031674208","0.461538461538462","0.561085972850679","0.996983408748115","0.980392156862745","0.971342383107089"
"86","Romeo Langford","Boston Celtics","0.648567119155354","0.348694316436252","0.644042232277526","0.306425041186161","0.458521870286576","0.232277526395173","0.428355957767722","0.580693815987934","0.463046757164404","0.852187028657617","0.113122171945701","0.401206636500754","0.594268476621418","0.126696832579186"
"87","Dennis Schroder","Boston Celtics","0.500754147812971","0.304147465437788","0.345399698340875","0.586490939044481","0.345399698340875","0.395173453996983","0.737556561085973","0.168929110105581","0.562594268476621","0.107088989441931","0.886877828054299","0.307692307692308","0.199095022624434","0.606334841628959"
"88","Payton Pritchard","Boston Celtics","0.081447963800905","0.210445468509985","0.897435897435897","0.932454695222405","0.111613876319759","0.0165912518853695","0.236802413273001","0.174962292609351","0.975867269984917","0.739064856711916","0.684766214177979","0.654600301659125","0.167420814479638","0.892911010558069"
"89","Aaron Nesmith","Boston Celtics","0.212669683257919","0.789554531490015","0.83710407239819","0.252059308072488","0.144796380090498","0.0482654600301659","0.310708898944193","0.2473604826546","0.616892911010558","0.704374057315234","0.159879336349925","0.283559577677225","0.627450980392157","0.111613876319759"
"90","Julius Randle","New York Knicks","0.298642533936652","0.660522273425499","0.312217194570136","0.372322899505766","0.564102564102564","0.699849170437406","0.638009049773756","0.760180995475113","0.499245852187029","0.0226244343891403","0.914027149321267","0.268476621417798","0.352941176470588","0.493212669683258"
"91","Kemba Walker","New York Knicks","0.239819004524887","0.36405529953917","0.745098039215686","0.785831960461285","0.285067873303167","0.51131221719457","0.648567119155354","0.333333333333333","0.888386123680241","0.268476621417798","0.855203619909502","0.597285067873303","0.174962292609351","0.828054298642534"
"92","Mitchell Robinson","New York Knicks","0.995475113122172","0.986175115207373","0.052790346907994","N/A","0.809954751131222","0.482654600301659","0.692307692307692","0.992458521870287","0.0211161387631976","0.508295625942685","0.143288084464555","0.998491704374057","0.995475113122172","0.959276018099548"
"93","Evan Fournier","New York Knicks","0.16289592760181","0.311827956989247","0.873303167420814","0.912685337726524","0.113122171945701","0.0799396681749623","0.809954751131222","0.432880844645551","0.984917043740573","0.262443438914027","0.716440422322775","0.746606334841629","0.271493212669683","0.89894419306184"
"94","Rj Barrett","New York Knicks","0.734539969834088","0.310291858678955","0.3710407239819","0.522240527182867","0.375565610859729","0.523378582202112","0.546003016591252","0.390648567119155","0.570135746606335","0.104072398190045","0.843137254901961","0.346907993966817","0.441930618401207","0.292609351432881"
"95","Derrick Rose","New York Knicks","0.641025641025641","0.30568356374808","0.408748114630468","0.551894563426689","0.657616892911011","0.598793363499246","0.731523378582202","0.686274509803922","0.574660633484163","0.209653092006033","0.901960784313726","0.256410256410256","0.0648567119155355","0.699849170437406"
"96","Jericho Sims","New York Knicks","0.95475113122172","0.944700460829493","0.052790346907994","N/A","0.832579185520362","0.708898944193062","0.292609351432881","0.832579185520362","0.00603318250377074","0.654600301659125","0.193061840120664","0.923076923076923","0.993966817496229","0.737556561085973"
"97","Alec Burks","New York Knicks","0.294117647058824","0.463901689708141","0.710407239819005","0.967051070840198","0.177978883861237","0.386123680241327","0.85972850678733","0.523378582202112","0.959276018099548","0.337858220211161","0.812971342383107","0.79788838612368","0.556561085972851","0.835595776772247"
"98","Immanuel Quickley","New York Knicks","0.346907993966817","0.285714285714286","0.719457013574661","0.774299835255354","0.110105580693816","0.184012066365008","0.607843137254902","0.129713423831071","0.911010558069382","0.280542986425339","0.864253393665158","0.499245852187029","0.390648567119155","0.657616892911011"
"99","Obi Toppin","New York Knicks","0.811463046757164","0.935483870967742","0.443438914027149","0.0840197693574959","0.381598793363499","0.24132730015083","0.273001508295626","0.67420814479638","0.227752639517345","0.538461538461538","0.398190045248869","0.868778280542986","0.924585218702866","0.518853695324284"
"100","Kentavious Caldwell-Pope","Washington Wizards","0.156862745098039","0.556067588325653","0.687782805429864","0.886326194398682","0.196078431372549","0.199095022624434","0.874811463046757","0.532428355957768","0.885369532428356","0.285067873303167","0.630467571644042","0.63499245852187","0.274509803921569","0.823529411764706"
"101","Kyle Kuzma","Washington Wizards","0.570135746606335","0.534562211981567","0.493212669683258","0.349258649093904","0.469079939668175","0.698340874811463","0.574660633484163","0.904977375565611","0.553544494720965","0.0739064856711915","0.829562594268477","0.339366515837104","0.497737556561086","0.443438914027149"
"102","Spencer Dinwiddie","Washington Wizards","0.479638009049774","0.422427035330261","0.598793363499246","0.331136738056013","0.500754147812971","0.597285067873303","0.567119155354449","0.285067873303167","0.650075414781297","0.177978883861237","0.956259426847662","0.354449472096531","0.289592760180996","0.582202111613876"
